,target_default,risk_rate,credit_limit,income,n_defaulted_loans,n_issues,ok_since,n_bankruptcies,external_data_provider_credit_checks_last_year,external_data_provider_credit_checks_last_month,external_data_provider_credit_checks_last_2_year,score_rating,score_rating_enc,risk_score,y_target
3225,0,0.22,15500.0,32017.86,0.0,14.0,30.0,0.0,1.0,2,0.0,low,2,0.46548071967725424,0
3226,0,0.26,25647.0,66013.17,0.0,10.0,32.0,0.0,0.0,3,2.0,medium,3,0.46548071967725424,0
3227,1,0.27,25647.0,77418.17,0.0,10.0,32.0,0.0,0.0,0,2.0,good,1,0.46548071967725424,0
3228,1,0.49,25647.0,38018.75,0.0,10.0,32.0,0.0,2.0,3,2.0,medium,3,0.5941942313235472,1
3229,0,0.36,0.0,18009.07,0.0,7.0,45.0,0.0,2.0,0,2.0,low,2,0.557187659027365,1
3230,0,0.37,66609.0,134018.28,0.0,11.0,32.0,0.0,2.0,0,2.0,low,2,0.557187659027365,1
3231,0,0.16,71849.0,75025.54,0.0,11.0,32.0,0.0,1.0,1,0.0,low,2,0.3868718033895916,0
3232,0,0.38,32936.0,140027.04,0.0,7.0,33.0,0.0,2.0,3,2.0,low,2,0.557187659027365,1
3233,0,0.49,25647.0,84009.28,0.0,10.0,10.0,0.0,1.0,1,0.0,low,2,0.5941942313235472,1
3234,0,0.38,25647.0,75026.36,0.0,10.0,48.0,0.0,0.0,3,2.0,low,2,0.557187659027365,1
3235,0,0.37,25647.0,83015.07,0.0,10.0,32.0,0.0,0.0,3,0.0,low,2,0.557187659027365,1
3236,1,0.36,37000.0,90025.96,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.557187659027365,1
3237,0,0.31,5564.0,45021.53,0.0,8.0,32.0,0.0,0.0,0,2.0,low,2,0.5197996036202535,1
3238,0,0.26,145409.0,130022.1,0.0,21.0,32.0,0.0,0.0,3,2.0,medium,3,0.46548071967725424,0
3239,0,0.09,25647.0,36019.51,0.0,10.0,32.0,0.0,2.0,2,2.0,low,2,0.31694586105783434,0
3240,1,0.31,19189.0,37017.45,0.0,16.0,18.0,0.0,2.0,3,2.0,low,2,0.5197996036202535,1
3241,0,0.27,58439.0,49019.79,0.0,11.0,47.0,1.0,1.0,3,2.0,excellent,0,0.46548071967725424,0
3242,0,0.13,19987.0,36020.4,0.0,7.0,32.0,0.0,0.0,1,0.0,low,2,0.31694586105783434,0
3243,0,0.39,44144.0,59512.22,0.0,8.0,51.0,0.0,2.0,2,2.0,low,2,0.557187659027365,1
3244,0,0.33,15120.0,28041.36,0.0,5.0,32.0,0.0,0.0,3,0.0,good,1,0.5197996036202535,1
3245,0,0.36,11000.0,70010.24,0.0,15.0,34.0,0.0,1.0,2,0.0,low,2,0.557187659027365,1
3246,0,0.32,15493.0,85033.16,0.0,13.0,46.0,0.0,1.0,2,0.0,low,2,0.5197996036202535,1
3247,0,0.33,18988.0,42016.91,0.0,15.0,16.0,0.0,0.0,2,2.0,good,1,0.5197996036202535,1
3248,0,0.33,25647.0,60024.33,0.0,10.0,32.0,0.0,2.0,2,2.0,good,1,0.5197996036202535,1
3249,0,0.5,25647.0,68016.82,0.0,10.0,32.0,0.0,2.0,2,0.0,good,1,0.5941942313235472,1
3250,0,0.25,17217.0,175027.52,0.0,9.0,10.0,0.0,1.0,0,0.0,good,1,0.46548071967725424,0
3251,1,0.5,7549.0,38012.59,0.0,9.0,7.0,0.0,1.0,3,0.0,medium,3,0.5941942313235472,1
3252,0,0.49,76425.0,145015.83,0.0,10.0,18.0,1.0,2.0,1,2.0,low,2,0.5941942313235472,1
3253,1,0.23,0.0,60019.77,0.0,7.0,64.0,0.0,0.0,1,2.0,low,2,0.46548071967725424,0
3254,0,0.36,25647.0,161019.17,0.0,10.0,20.0,0.0,0.0,2,2.0,low,2,0.557187659027365,1
3255,0,0.32,43837.0,44533.15,0.0,13.0,32.0,0.0,1.0,0,2.0,medium,3,0.5197996036202535,1
3256,0,0.26,22904.0,45012.84,1.0,12.0,35.0,0.0,0.0,2,0.0,low,2,0.46548071967725424,0
3257,0,0.26,25647.0,60035.34,0.0,10.0,20.0,0.0,1.0,2,0.0,low,2,0.46548071967725424,0
3258,0,0.39,71167.0,142440.27,0.0,10.0,19.0,0.0,1.0,3,2.0,medium,3,0.557187659027365,1
3259,0,0.2,0.0,28018.85,0.0,8.0,32.0,1.0,2.0,0,0.0,low,2,0.46548071967725424,0
3260,0,0.45,0.0,54040.42,0.0,12.0,7.0,0.0,1.0,0,2.0,low,2,0.5941942313235472,1
3261,0,0.18,45710.0,110039.47,0.0,7.0,32.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
3262,0,0.23,25647.0,49523.35,0.0,10.0,32.0,0.0,1.0,1,2.0,low,2,0.46548071967725424,0
3263,0,0.19,25647.0,90037.17,0.0,10.0,32.0,0.0,0.0,3,2.0,medium,3,0.46548071967725424,0
3264,0,0.15,52886.0,100021.6,0.0,18.0,38.0,0.0,2.0,0,2.0,medium,3,0.31694586105783434,0
3265,0,0.25,17148.0,91045.42,0.0,11.0,23.0,0.0,0.0,0,0.0,low,2,0.46548071967725424,0
3266,1,0.31,29985.0,66315.56,0.0,9.0,33.0,1.0,0.0,2,0.0,low,2,0.5197996036202535,1
3267,1,0.11,30269.0,60018.75,0.0,7.0,32.0,0.0,0.0,3,2.0,medium,3,0.31694586105783434,0
3268,0,0.41,36525.0,110044.78,0.0,10.0,32.0,0.0,0.0,2,2.0,low,2,0.557187659027365,1
3269,0,0.23,73572.0,55617.13,0.0,16.0,13.0,0.0,1.0,1,0.0,medium,3,0.46548071967725424,0
3270,0,0.19,0.0,59018.25,0.0,16.0,36.0,1.0,2.0,1,0.0,medium,3,0.46548071967725424,0
3271,0,0.34,25647.0,96009.54,0.0,10.0,32.0,0.0,2.0,0,2.0,low,2,0.5197996036202535,1
3272,0,0.28,6310.0,62030.68,0.0,9.0,44.0,0.0,0.0,1,0.0,medium,3,0.46548071967725424,0
3273,0,0.2,25647.0,27619.83,0.0,10.0,42.0,0.0,0.0,2,2.0,low,2,0.46548071967725424,0
3274,0,0.46,46262.0,31228.31,0.0,17.0,72.0,0.0,1.0,3,2.0,medium,3,0.5941942313235472,1
3275,0,0.26,35066.0,50038.71,0.0,7.0,44.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
3276,0,0.41,30720.0,125016.51,0.0,10.0,23.0,0.0,1.0,0,2.0,low,2,0.557187659027365,1
3277,0,0.22,134508.0,174021.19,0.0,18.0,58.0,0.0,1.0,3,0.0,low,2,0.46548071967725424,0
3278,0,0.28,17602.0,47263.72,0.0,14.0,32.0,0.0,1.0,1,0.0,medium,3,0.46548071967725424,0
3279,0,0.19,26533.0,70023.61,0.0,8.0,35.0,0.0,0.0,1,2.0,low,2,0.46548071967725424,0
3280,1,0.34,25647.0,38684.05,0.0,10.0,32.0,0.0,1.0,2,2.0,good,1,0.5197996036202535,1
3281,0,0.26,6000.0,36025.8,0.0,8.0,32.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
3282,0,0.25,25647.0,75047.71,0.0,14.0,7.0,0.0,0.0,0,0.0,low,2,0.46548071967725424,0
3283,0,0.2,45477.0,42035.13,0.0,8.0,32.0,0.0,1.0,3,0.0,medium,3,0.46548071967725424,0
3284,0,0.29,25647.0,50006.08,0.0,19.0,37.0,0.0,2.0,0,2.0,low,2,0.5197996036202535,1
3285,0,0.12,68232.0,80023.0,0.0,21.0,13.0,0.0,1.0,2,2.0,low,2,0.31694586105783434,0
3286,1,0.3,25647.0,42026.75,0.0,10.0,32.0,0.0,0.0,2,2.0,medium,3,0.5197996036202535,1
3287,0,0.16,25647.0,60028.08,0.0,14.0,82.0,0.0,1.0,0,0.0,medium,3,0.3868718033895916,0
3288,0,0.27,70433.0,135008.99,0.0,12.0,42.0,0.0,2.0,1,0.0,low,2,0.46548071967725424,0
3289,0,0.43,10226.0,60028.87,0.0,10.0,32.0,0.0,0.0,0,0.0,low,2,0.5941942313235472,1
3290,0,0.4,27073.0,72254.44,0.0,9.0,5.0,0.0,0.0,0,2.0,low,2,0.557187659027365,1
3291,0,0.56,54198.0,45032.09,0.0,8.0,54.0,0.0,1.0,2,0.0,medium,3,0.5941942313235472,1
3292,0,0.35,10000.0,55012.95,0.0,7.0,60.0,0.0,2.0,1,0.0,low,2,0.557187659027365,1
3293,0,0.54,27459.0,72025.26,0.0,7.0,12.0,0.0,1.0,0,2.0,medium,3,0.5941942313235472,1
3294,0,0.38,0.0,124014.23,0.0,5.0,32.0,0.0,2.0,2,0.0,low,2,0.557187659027365,1
3295,0,0.21,25647.0,39985.05,0.0,10.0,32.0,0.0,0.0,2,2.0,low,2,0.46548071967725424,0
3296,0,0.16,0.0,96534.74,0.0,25.0,32.0,0.0,2.0,1,0.0,low,2,0.3868718033895916,0
3297,1,0.29,0.0,47532.68,0.0,15.0,32.0,0.0,2.0,3,2.0,low,2,0.5197996036202535,1
3298,0,0.3,44494.0,78031.63,0.0,10.0,25.0,0.0,2.0,0,0.0,medium,3,0.5197996036202535,1
3299,0,0.24,38431.0,69162.71,0.0,11.0,48.0,0.0,1.0,1,2.0,medium,3,0.46548071967725424,0
3300,0,0.21,33982.0,55020.59,0.0,8.0,30.0,0.0,2.0,1,0.0,medium,3,0.46548071967725424,0
3301,0,0.2,25647.0,76025.27,0.0,10.0,32.0,0.0,1.0,0,0.0,low,2,0.46548071967725424,0
3302,0,0.26,25647.0,103025.72,0.0,10.0,32.0,0.0,2.0,1,0.0,low,2,0.46548071967725424,0
3303,0,0.31,35677.0,50023.05,0.0,7.0,32.0,0.0,1.0,0,0.0,medium,3,0.5197996036202535,1
3304,0,0.46,25647.0,87604.67,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.5941942313235472,1
3305,0,0.21,25647.0,61019.18,0.0,10.0,69.0,0.0,2.0,1,0.0,medium,3,0.46548071967725424,0
3306,0,0.24,25647.0,36019.18,0.0,10.0,52.0,0.0,1.0,0,0.0,medium,3,0.46548071967725424,0
3307,0,0.53,12790.0,25701.6,0.0,9.0,81.0,0.0,1.0,1,2.0,good,1,0.5941942313235472,1
3308,0,0.33,15250.0,38011.64,0.0,6.0,32.0,0.0,2.0,2,2.0,low,2,0.5197996036202535,1
3309,1,0.39,24605.0,40022.16,0.0,11.0,32.0,0.0,0.0,1,2.0,medium,3,0.557187659027365,1
3310,0,0.24,19035.0,65525.51,0.0,7.0,32.0,1.0,1.0,1,2.0,low,2,0.46548071967725424,0
3311,0,0.15,17239.0,72023.2,0.0,9.0,38.0,0.0,1.0,3,0.0,medium,3,0.31694586105783434,0
3312,0,0.19,25647.0,40027.88,0.0,11.0,29.0,0.0,0.0,0,0.0,low,2,0.46548071967725424,0
3313,0,0.21,46309.0,130031.84,0.0,10.0,29.0,0.0,0.0,0,0.0,low,2,0.46548071967725424,0
3314,1,0.49,0.0,130028.03,0.0,10.0,15.0,0.0,0.0,3,0.0,low,2,0.5941942313235472,1
3315,0,0.16,0.0,67823.55,0.0,6.0,32.0,1.0,2.0,1,0.0,low,2,0.3868718033895916,0
3316,0,0.52,25647.0,67611.94,0.0,10.0,38.0,0.0,1.0,3,2.0,medium,3,0.5941942313235472,1
3317,0,0.23,0.0,100013.84,0.0,9.0,32.0,0.0,0.0,2,0.0,medium,3,0.46548071967725424,0
3318,0,0.15,71599.0,100020.66,0.0,23.0,32.0,0.0,0.0,2,2.0,low,2,0.31694586105783434,0
3319,0,0.25,65000.0,41565.25,0.0,6.0,19.0,0.0,1.0,2,0.0,good,1,0.4051395622015246,0
3320,0,0.28,45378.0,52003.71,0.0,24.0,56.0,0.0,0.0,3,2.0,low,2,0.46548071967725424,0
3321,0,0.37,38612.0,70032.35,0.0,7.0,36.0,0.0,0.0,3,0.0,low,2,0.557187659027365,1
3322,0,0.44,32998.0,68020.36,0.0,10.0,29.0,0.0,2.0,2,0.0,medium,3,0.5941942313235472,1
3323,1,0.35,43043.0,56024.03,0.0,11.0,32.0,0.0,1.0,1,2.0,medium,3,0.557187659027365,1
3324,1,0.32,27685.0,48017.19,0.0,5.0,41.0,0.0,2.0,3,0.0,medium,3,0.5197996036202535,1
3325,0,0.51,18696.0,36022.83,0.0,9.0,23.0,0.0,2.0,0,2.0,medium,3,0.5941942313235472,1
3326,0,0.21,25647.0,59026.12,0.0,10.0,32.0,0.0,0.0,0,2.0,medium,3,0.46548071967725424,0
3327,0,0.31,16324.0,36017.85,0.0,7.0,32.0,0.0,1.0,0,2.0,low,2,0.5197996036202535,1
3328,0,0.23,25647.0,37221.58,0.0,10.0,32.0,0.0,1.0,1,2.0,medium,3,0.46548071967725424,0
3329,0,0.16,15000.0,70030.35,0.0,8.0,32.0,0.0,0.0,3,0.0,low,2,0.3868718033895916,0
3330,0,0.43,9700.0,40024.96,0.0,8.0,60.0,0.0,0.0,0,2.0,low,2,0.5941942313235472,1
3331,0,0.37,29547.0,42005.83,0.0,8.0,32.0,0.0,1.0,1,2.0,low,2,0.557187659027365,1
3332,0,0.27,42646.0,60023.01,0.0,8.0,32.0,1.0,0.0,0,0.0,low,2,0.46548071967725424,0
3333,0,0.19,10038.0,38512.59,0.0,22.0,32.0,0.0,1.0,0,0.0,medium,3,0.46548071967725424,0
3334,0,0.37,23470.0,50022.24,0.0,6.0,7.0,0.0,1.0,0,0.0,medium,3,0.557187659027365,1
3335,0,0.31,132582.0,70015.63,0.0,18.0,21.0,0.0,2.0,3,2.0,medium,3,0.5197996036202535,1
3336,0,0.36,68765.0,90038.06,0.0,12.0,32.0,0.0,1.0,1,0.0,medium,3,0.557187659027365,1
3337,0,0.4,23885.0,81012.07,0.0,5.0,44.0,0.0,0.0,1,0.0,low,2,0.557187659027365,1
3338,1,0.43,25647.0,72020.56,0.0,10.0,56.0,0.0,0.0,3,0.0,low,2,0.5941942313235472,1
3339,0,0.35,43547.0,60005.15,0.0,18.0,32.0,0.0,2.0,3,0.0,low,2,0.557187659027365,1
3340,0,0.35,25647.0,130014.31,0.0,10.0,32.0,0.0,2.0,2,2.0,medium,3,0.557187659027365,1
3341,0,0.22,34492.0,41017.75,0.0,8.0,11.0,0.0,1.0,1,0.0,medium,3,0.46548071967725424,0
3342,0,0.37,0.0,45055.04,0.0,7.0,32.0,0.0,2.0,0,2.0,low,2,0.557187659027365,1
3343,0,0.36,25647.0,63032.46,0.0,10.0,17.0,0.0,2.0,3,2.0,low,2,0.557187659027365,1
3344,0,0.21,25647.0,115022.1,0.0,10.0,34.0,0.0,2.0,1,0.0,low,2,0.46548071967725424,0
3345,0,0.27,0.0,175019.3,0.0,9.0,32.0,0.0,0.0,1,2.0,medium,3,0.46548071967725424,0
3346,1,0.35,20662.0,55040.34,0.0,8.0,35.0,0.0,0.0,0,2.0,low,2,0.557187659027365,1
3347,0,0.26,25647.0,57427.9,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.46548071967725424,0
3348,0,0.24,23743.0,29036.92,0.0,11.0,32.0,0.0,1.0,3,2.0,low,2,0.46548071967725424,0
3349,0,0.47,99537.0,305019.18,0.0,12.0,45.0,0.0,0.0,3,0.0,low,2,0.5941942313235472,1
3350,0,0.54,25647.0,66027.87,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.5941942313235472,1
3351,1,0.28,25647.0,372017.7,0.0,10.0,32.0,0.0,1.0,2,0.0,low,2,0.46548071967725424,0
3352,1,0.15,25647.0,21677.41,0.0,10.0,32.0,0.0,0.0,3,2.0,low,2,0.31694586105783434,0
3353,0,0.19,41804.0,65023.22,0.0,16.0,17.0,0.0,0.0,2,0.0,medium,3,0.46548071967725424,0
3354,0,0.29,25647.0,186006.66,0.0,10.0,18.0,0.0,2.0,3,2.0,low,2,0.5197996036202535,1
3355,0,0.19,21700.0,103022.79,0.0,21.0,32.0,0.0,0.0,0,0.0,low,2,0.46548071967725424,0
3356,0,0.25,25647.0,95009.06,0.0,10.0,32.0,0.0,0.0,3,2.0,low,2,0.46548071967725424,0
3357,0,0.38,0.0,34040.58,0.0,7.0,22.0,0.0,0.0,0,2.0,low,2,0.557187659027365,1
3358,0,0.35,35260.0,24011.31,0.0,7.0,32.0,0.0,2.0,1,0.0,low,2,0.557187659027365,1
3359,1,0.35,25647.0,60024.13,0.0,10.0,74.0,0.0,2.0,1,0.0,low,2,0.557187659027365,1
3360,0,0.32,0.0,50025.34,0.0,7.0,32.0,0.0,0.0,3,0.0,medium,3,0.5197996036202535,1
3361,1,0.16,0.0,80030.95,0.0,7.0,32.0,0.0,2.0,2,0.0,low,2,0.3868718033895916,0
3362,0,0.2,25647.0,145029.03,0.0,10.0,27.0,0.0,1.0,0,2.0,low,2,0.46548071967725424,0
3363,0,0.36,15009.0,30020.27,0.0,24.0,60.0,0.0,1.0,0,0.0,medium,3,0.557187659027365,1
3364,0,0.24,25647.0,41023.46,0.0,10.0,32.0,0.0,0.0,0,2.0,low,2,0.46548071967725424,0
3365,0,0.41,25647.0,135021.41,0.0,10.0,32.0,1.0,2.0,1,0.0,low,2,0.557187659027365,1
3366,0,0.24,0.0,27019.62,0.0,4.0,32.0,0.0,2.0,0,0.0,low,2,0.4051395622015246,0
3367,0,0.35,0.0,52030.82,0.0,4.0,32.0,0.0,0.0,3,2.0,low,2,0.557187659027365,1
3368,0,0.23,0.0,130039.26,0.0,3.0,32.0,0.0,2.0,2,0.0,low,2,0.4051395622015246,0
3369,0,0.28,16695.0,45035.37,0.0,6.0,10.0,1.0,0.0,0,0.0,low,2,0.4051395622015246,0
3370,1,0.26,40956.0,85016.45,0.0,7.0,32.0,0.0,0.0,2,2.0,low,2,0.46548071967725424,0
3371,0,0.29,25647.0,27039.63,0.0,12.0,32.0,0.0,2.0,3,0.0,good,1,0.5197996036202535,1
3372,0,0.36,23840.0,77008.34,0.0,16.0,57.0,0.0,1.0,1,0.0,good,1,0.557187659027365,1
3373,0,0.38,15314.0,28194.36,0.0,7.0,68.0,0.0,1.0,0,0.0,medium,3,0.557187659027365,1
3374,0,0.23,44556.0,28051.39,0.0,10.0,32.0,0.0,2.0,2,2.0,low,2,0.46548071967725424,0
3375,0,0.26,25647.0,57209.68,0.0,10.0,35.0,0.0,0.0,2,0.0,low,2,0.46548071967725424,0
3376,0,0.23,0.0,66010.19,0.0,9.0,32.0,0.0,0.0,3,2.0,low,2,0.46548071967725424,0
3377,0,0.53,45016.0,64020.57,0.0,9.0,32.0,0.0,1.0,0,0.0,low,2,0.5941942313235472,1
3378,0,0.33,0.0,85042.94,0.0,5.0,32.0,0.0,1.0,2,0.0,medium,3,0.5197996036202535,1
3379,0,0.29,24363.0,45019.87,0.0,8.0,32.0,0.0,1.0,1,0.0,medium,3,0.5197996036202535,1
3380,0,0.34,25647.0,51337.66,0.0,10.0,32.0,0.0,2.0,0,0.0,low,2,0.5197996036202535,1
3381,0,0.27,8812.0,26009.2,0.0,11.0,32.0,0.0,2.0,1,2.0,low,2,0.46548071967725424,0
3382,0,0.41,16287.0,35022.09,0.0,13.0,32.0,0.0,1.0,1,2.0,good,1,0.557187659027365,1
3383,0,0.28,25647.0,60016.29,0.0,10.0,12.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
3384,0,0.29,28120.0,54038.76,0.0,12.0,32.0,0.0,0.0,2,2.0,medium,3,0.5197996036202535,1
3385,1,0.43,0.0,66015.36,0.0,9.0,32.0,0.0,2.0,1,0.0,medium,3,0.5941942313235472,1
3386,0,0.43,44688.0,55519.25,0.0,13.0,32.0,0.0,0.0,3,0.0,low,2,0.5941942313235472,1
3387,0,0.37,25647.0,24010.39,0.0,10.0,32.0,0.0,0.0,0,0.0,low,2,0.557187659027365,1
3388,0,0.22,25647.0,45023.62,0.0,8.0,32.0,0.0,0.0,3,0.0,good,1,0.46548071967725424,0
3389,0,0.17,60705.0,85032.91,0.0,28.0,32.0,0.0,1.0,2,2.0,low,2,0.3868718033895916,0
3390,0,0.22,26022.0,28027.15,0.0,9.0,37.0,0.0,0.0,1,2.0,medium,3,0.46548071967725424,0
3391,0,0.27,0.0,48028.73,0.0,8.0,41.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
3392,0,0.34,57732.0,62036.86,0.0,15.0,12.0,0.0,1.0,1,2.0,low,2,0.5197996036202535,1
3393,0,0.22,25647.0,45124.41,0.0,10.0,14.0,0.0,1.0,3,0.0,medium,3,0.46548071967725424,0
3394,0,0.29,9163.0,68023.75,0.0,8.0,23.0,0.0,1.0,2,2.0,medium,3,0.5197996036202535,1
3395,1,0.63,25647.0,80024.35,0.0,10.0,32.0,0.0,0.0,2,0.0,low,2,0.5941942313235472,1
3396,1,0.3,25647.0,48023.25,0.0,13.0,13.0,0.0,2.0,0,0.0,low,2,0.5197996036202535,1
3397,0,0.38,5500.0,35016.17,0.0,5.0,32.0,0.0,2.0,2,0.0,low,2,0.557187659027365,1
3398,0,0.33,25647.0,80535.26,0.0,10.0,32.0,0.0,2.0,2,2.0,low,2,0.5197996036202535,1
3399,0,0.31,0.0,37019.54,0.0,5.0,32.0,0.0,0.0,3,0.0,low,2,0.5197996036202535,1
3400,0,0.17,18957.0,35028.76,0.0,6.0,32.0,0.0,1.0,1,2.0,good,1,0.3868718033895916,0
3401,0,0.25,78935.0,88014.41,0.0,9.0,18.0,0.0,0.0,2,2.0,low,2,0.46548071967725424,0
3402,0,0.31,13451.0,175016.16,0.0,16.0,41.0,1.0,0.0,2,2.0,medium,3,0.5197996036202535,1
3403,0,0.29,5000.0,100006.13,0.0,6.0,32.0,0.0,1.0,3,2.0,low,2,0.5197996036202535,1
3404,0,0.35,0.0,50030.47,0.0,9.0,70.0,0.0,0.0,3,0.0,low,2,0.557187659027365,1
3405,0,0.36,0.0,37869.1,0.0,3.0,32.0,0.0,0.0,2,0.0,low,2,0.557187659027365,1
3406,0,0.24,0.0,50023.81,0.0,6.0,32.0,0.0,0.0,2,2.0,low,2,0.4051395622015246,0
3407,0,0.17,5000.0,97018.34,0.0,14.0,47.0,0.0,0.0,1,0.0,low,2,0.3868718033895916,0
3408,0,0.33,25647.0,74819.61,0.0,10.0,32.0,0.0,1.0,3,2.0,low,2,0.5197996036202535,1
3409,1,0.39,23086.0,70011.45,0.0,9.0,33.0,0.0,1.0,2,0.0,low,2,0.557187659027365,1
3410,0,0.33,25647.0,50032.88,0.0,10.0,32.0,0.0,0.0,1,2.0,low,2,0.5197996036202535,1
3411,0,0.26,23151.0,29014.18,0.0,12.0,32.0,0.0,0.0,1,2.0,low,2,0.46548071967725424,0
3412,1,0.4,25647.0,51897.8,0.0,9.0,32.0,0.0,0.0,3,2.0,medium,3,0.557187659027365,1
3413,0,0.15,25647.0,69013.57,0.0,10.0,32.0,0.0,0.0,1,2.0,medium,3,0.31694586105783434,0
3414,0,0.32,0.0,65025.84,0.0,5.0,42.0,0.0,0.0,3,0.0,medium,3,0.5197996036202535,1
3415,0,0.44,0.0,68022.0,0.0,10.0,32.0,0.0,1.0,1,2.0,low,2,0.5941942313235472,1
3416,0,0.44,26279.0,28021.35,0.0,6.0,36.0,0.0,0.0,2,0.0,low,2,0.5941942313235472,1
3417,0,0.53,25647.0,42024.72,0.0,10.0,32.0,0.0,2.0,3,2.0,low,2,0.5941942313235472,1
3418,1,0.24,0.0,55011.6,0.0,10.0,32.0,0.0,0.0,2,0.0,low,2,0.46548071967725424,0
3419,0,0.22,25647.0,95017.52,0.0,10.0,55.0,0.0,1.0,3,2.0,low,2,0.46548071967725424,0
3420,0,0.52,20570.0,56420.24,0.0,12.0,32.0,0.0,1.0,2,2.0,low,2,0.5941942313235472,1
3421,0,0.14,37074.0,53871.72,0.0,14.0,32.0,1.0,0.0,3,0.0,medium,3,0.31694586105783434,0
3422,0,0.15,0.0,36030.66,0.0,5.0,32.0,0.0,1.0,1,2.0,low,2,0.31694586105783434,0
3423,0,0.34,25647.0,10026.53,0.0,10.0,32.0,0.0,2.0,2,0.0,medium,3,0.5197996036202535,1
3424,0,0.23,13760.0,120024.22,0.0,7.0,1.0,0.0,1.0,0,0.0,low,2,0.46548071967725424,0
3425,0,0.29,10309.0,76034.41,1.0,17.0,48.0,0.0,2.0,0,0.0,low,2,0.5197996036202535,1
3426,0,0.47,25647.0,52025.96,0.0,10.0,32.0,0.0,2.0,3,0.0,good,1,0.5941942313235472,1
3427,0,0.37,0.0,16044.62,0.0,8.0,32.0,0.0,0.0,3,2.0,medium,3,0.557187659027365,1
3428,0,0.33,0.0,25015.29,0.0,6.0,32.0,0.0,1.0,0,0.0,medium,3,0.5197996036202535,1
3429,1,0.4,25647.0,110024.93,0.0,15.0,38.0,0.0,0.0,3,0.0,low,2,0.557187659027365,1
3430,0,0.4,14750.0,10008.94,0.0,6.0,42.0,0.0,0.0,0,2.0,good,1,0.557187659027365,1
3431,1,0.36,25647.0,49522.27,0.0,8.0,32.0,0.0,2.0,2,0.0,low,2,0.557187659027365,1
3432,0,0.27,59578.0,77515.55,0.0,17.0,32.0,0.0,2.0,2,2.0,good,1,0.46548071967725424,0
3433,0,0.24,25647.0,170015.64,0.0,10.0,32.0,0.0,0.0,2,0.0,medium,3,0.46548071967725424,0
3434,0,0.34,106581.0,100019.96,0.0,21.0,30.0,0.0,2.0,3,0.0,medium,3,0.6023187307274919,1
3435,0,0.42,25647.0,37014.67,0.0,10.0,54.0,0.0,0.0,0,0.0,low,2,0.5941942313235472,1
3436,0,0.44,28959.0,38711.34,0.0,8.0,32.0,0.0,2.0,3,2.0,medium,3,0.5941942313235472,1
3437,0,0.37,26644.0,70007.53,0.0,3.0,32.0,1.0,0.0,0,2.0,low,2,0.557187659027365,1
3438,0,0.19,25647.0,25018.96,0.0,10.0,81.0,0.0,1.0,0,2.0,low,2,0.46548071967725424,0
3439,0,0.36,58415.0,100048.14,0.0,6.0,32.0,0.0,2.0,3,2.0,low,2,0.557187659027365,1
3440,0,0.18,34393.0,52013.39,0.0,17.0,32.0,0.0,2.0,0,0.0,good,1,0.46548071967725424,0
3441,1,0.23,13533.0,31023.13,0.0,19.0,42.0,0.0,0.0,2,0.0,medium,3,0.46548071967725424,0
3442,0,0.18,77762.0,100030.8,0.0,12.0,54.0,0.0,0.0,2,0.0,low,2,0.46548071967725424,0
3443,0,0.47,44758.0,71013.03,0.0,12.0,32.0,0.0,2.0,2,2.0,low,2,0.5941942313235472,1
3444,0,0.14,25647.0,68037.03,0.0,10.0,39.0,0.0,1.0,0,2.0,low,2,0.31694586105783434,0
3445,1,0.22,25647.0,50014.62,0.0,10.0,32.0,0.0,2.0,1,0.0,low,2,0.46548071967725424,0
3446,1,0.27,14000.0,80008.71,0.0,7.0,32.0,0.0,0.0,2,0.0,medium,3,0.46548071967725424,0
3447,0,0.22,25647.0,45022.52,0.0,10.0,32.0,0.0,0.0,3,2.0,low,2,0.46548071967725424,0
3448,0,0.42,25647.0,55037.36,0.0,10.0,32.0,0.0,1.0,0,0.0,low,2,0.5941942313235472,1
3449,0,0.31,62576.0,92721.41,0.0,11.0,32.0,0.0,1.0,2,2.0,medium,3,0.5197996036202535,1
3450,0,0.41,43364.0,77516.09,0.0,14.0,58.0,0.0,2.0,0,0.0,low,2,0.557187659027365,1
3451,1,0.52,95093.0,150022.05,0.0,20.0,3.0,0.0,0.0,0,2.0,good,1,0.5941942313235472,1
3452,0,0.18,25647.0,61022.35,0.0,10.0,32.0,0.0,2.0,1,0.0,medium,3,0.46548071967725424,0
3453,0,0.42,129180.0,54859.24,0.0,6.0,32.0,0.0,1.0,1,2.0,good,1,0.5941942313235472,1
3454,0,0.12,0.0,39629.64,0.0,6.0,48.0,0.0,2.0,3,0.0,low,2,0.31694586105783434,0
3455,1,0.36,27032.0,84023.16,0.0,8.0,2.0,0.0,2.0,0,2.0,medium,3,0.557187659027365,1
