,target_default,score_3,risk_rate,credit_limit,income,n_defaulted_loans,n_issues,ok_since,n_bankruptcies,score_rating,score_rating_enc,situation
3601,0,380.0,0.35,43547.0,60005.15,0.0,18.0,32.0,0.0,low,2,0
3602,0,400.0,0.35,25647.0,130014.31,0.0,10.0,32.0,0.0,medium,3,0
3604,0,420.0,0.22,34492.0,41017.75,0.0,8.0,11.0,0.0,medium,3,0
3605,0,280.0,0.37,0.0,45055.04,0.0,7.0,32.0,0.0,low,2,0
3606,0,350.0,0.36,25647.0,63032.46,0.0,10.0,17.0,0.0,low,2,0
3607,0,370.0,0.21,25647.0,115022.1,0.0,10.0,34.0,0.0,low,2,0
3608,0,400.0,0.27,0.0,175019.3,0.0,9.0,32.0,0.0,medium,3,0
3609,1,270.0,0.35,20662.0,55040.34,0.0,8.0,35.0,0.0,low,2,cured
3610,0,240.0,0.26,25647.0,57427.9,0.0,10.0,32.0,0.0,low,2,0
3611,0,320.0,0.24,23743.0,29036.92,0.0,11.0,32.0,0.0,low,2,0
3612,0,310.0,0.47,99537.0,305019.18,0.0,12.0,45.0,0.0,low,2,0
3613,0,350.0,0.54,25647.0,66027.87,0.0,10.0,32.0,0.0,low,2,0
3614,1,290.0,0.28,25647.0,372017.7,0.0,10.0,32.0,0.0,low,2,cured
3615,1,320.0,0.15,25647.0,21677.41,0.0,10.0,32.0,0.0,low,2,cured
3616,0,430.0,0.19,41804.0,65023.22,0.0,16.0,17.0,0.0,medium,3,0
3618,0,370.0,0.29,25647.0,186006.66,0.0,10.0,18.0,0.0,low,2,0
3619,0,250.0,0.19,21700.0,103022.79,0.0,21.0,32.0,0.0,low,2,0
3620,0,340.0,0.25,25647.0,95009.06,0.0,10.0,32.0,0.0,low,2,0
3621,0,230.0,0.38,0.0,34040.58,0.0,7.0,22.0,0.0,low,2,0
3622,0,360.0,0.35,35260.0,24011.31,0.0,7.0,32.0,0.0,low,2,0
3623,1,280.0,0.35,25647.0,60024.13,0.0,10.0,74.0,0.0,low,2,cured
3624,0,430.0,0.32,0.0,50025.34,0.0,7.0,32.0,0.0,medium,3,0
3625,1,310.0,0.16,0.0,80030.95,0.0,7.0,32.0,0.0,low,2,cured
3627,0,250.0,0.2,25647.0,145029.03,0.0,10.0,27.0,0.0,low,2,0
3628,0,420.0,0.36,15009.0,30020.27,0.0,24.0,60.0,0.0,medium,3,0
3629,0,270.0,0.24,25647.0,41023.46,0.0,10.0,32.0,0.0,low,2,0
3630,0,270.0,0.41,25647.0,135021.41,0.0,10.0,32.0,1.0,low,2,0
3631,0,290.0,0.24,0.0,27019.62,0.0,4.0,32.0,0.0,low,2,0
3632,0,140.0,0.35,0.0,52030.82,0.0,4.0,32.0,0.0,low,2,0
3634,0,250.0,0.23,0.0,130039.26,0.0,3.0,32.0,0.0,low,2,0
3635,0,320.0,0.28,16695.0,45035.37,0.0,6.0,10.0,1.0,low,2,0
3636,1,330.0,0.26,40956.0,85016.45,0.0,7.0,32.0,0.0,low,2,cured
3638,0,550.0,0.29,25647.0,27039.63,0.0,12.0,32.0,0.0,good,1,0
3639,0,510.0,0.36,23840.0,77008.34,0.0,16.0,57.0,0.0,good,1,0
3640,0,460.0,0.38,15314.0,28194.36,0.0,7.0,68.0,0.0,medium,3,0
3641,0,280.0,0.23,44556.0,28051.39,0.0,10.0,32.0,0.0,low,2,0
3643,0,250.0,0.26,25647.0,57209.68,0.0,10.0,35.0,0.0,low,2,0
3644,0,190.0,0.23,0.0,66010.19,0.0,9.0,32.0,0.0,low,2,0
3645,0,230.0,0.53,45016.0,64020.57,0.0,9.0,32.0,0.0,low,2,0
3646,0,420.0,0.33,0.0,85042.94,0.0,5.0,32.0,0.0,medium,3,0
3647,0,450.0,0.29,24363.0,45019.87,0.0,8.0,32.0,0.0,medium,3,0
3648,0,390.0,0.34,25647.0,51337.66,0.0,10.0,32.0,0.0,low,2,0
3649,0,330.0,0.27,8812.0,26009.2,0.0,11.0,32.0,0.0,low,2,0
3650,0,570.0,0.41,16287.0,35022.09,0.0,13.0,32.0,0.0,good,1,0
3651,0,310.0,0.28,25647.0,60016.29,0.0,10.0,12.0,0.0,low,2,0
3652,0,420.0,0.29,28120.0,54038.76,0.0,12.0,32.0,0.0,medium,3,0
3653,1,470.0,0.43,0.0,66015.36,0.0,9.0,32.0,0.0,medium,3,cured
3654,0,330.0,0.43,44688.0,55519.25,0.0,13.0,32.0,0.0,low,2,0
3655,0,380.0,0.37,25647.0,24010.39,0.0,10.0,32.0,0.0,low,2,0
3656,0,580.0,0.22,25647.0,45023.62,0.0,8.0,32.0,0.0,good,1,0
3657,0,350.0,0.17,60705.0,85032.91,0.0,28.0,32.0,0.0,low,2,0
3658,0,460.0,0.22,26022.0,28027.15,0.0,9.0,37.0,0.0,medium,3,0
3659,0,220.0,0.27,0.0,48028.73,0.0,8.0,41.0,0.0,low,2,0
3662,0,380.0,0.34,57732.0,62036.86,0.0,15.0,12.0,0.0,low,2,0
3663,0,450.0,0.22,25647.0,45124.41,0.0,10.0,14.0,0.0,medium,3,0
3664,0,470.0,0.29,9163.0,68023.75,0.0,8.0,23.0,0.0,medium,3,0
3665,1,290.0,0.63,25647.0,80024.35,0.0,10.0,32.0,0.0,low,2,cured
3666,1,240.0,0.3,25647.0,48023.25,0.0,13.0,13.0,0.0,low,2,cured
3667,0,200.0,0.38,5500.0,35016.17,0.0,5.0,32.0,0.0,low,2,0
3668,0,300.0,0.33,25647.0,80535.26,0.0,10.0,32.0,0.0,low,2,0
3669,0,340.0,0.31,0.0,37019.54,0.0,5.0,32.0,0.0,low,2,0
3670,0,510.0,0.17,18957.0,35028.76,0.0,6.0,32.0,0.0,good,1,0
3671,0,300.0,0.25,78935.0,88014.41,0.0,9.0,18.0,0.0,low,2,0
3672,0,420.0,0.31,13451.0,175016.16,0.0,16.0,41.0,1.0,medium,3,0
3673,0,190.0,0.29,5000.0,100006.13,0.0,6.0,32.0,0.0,low,2,0
3674,0,240.0,0.35,0.0,50030.47,0.0,9.0,70.0,0.0,low,2,0
3675,0,260.0,0.36,0.0,37869.1,0.0,3.0,32.0,0.0,low,2,0
3676,0,190.0,0.24,0.0,50023.81,0.0,6.0,32.0,0.0,low,2,0
3677,0,350.0,0.17,5000.0,97018.34,0.0,14.0,47.0,0.0,low,2,0
3678,0,230.0,0.33,25647.0,74819.61,0.0,10.0,32.0,0.0,low,2,0
3679,1,340.0,0.39,23086.0,70011.45,0.0,9.0,33.0,0.0,low,2,cured
3680,0,160.0,0.33,25647.0,50032.88,0.0,10.0,32.0,0.0,low,2,0
3681,0,320.0,0.26,23151.0,29014.18,0.0,12.0,32.0,0.0,low,2,0
3682,1,410.0,0.4,25647.0,51897.8,0.0,9.0,32.0,0.0,medium,3,cured
3683,0,440.0,0.15,25647.0,69013.57,0.0,10.0,32.0,0.0,medium,3,0
3684,0,480.0,0.32,0.0,65025.84,0.0,5.0,42.0,0.0,medium,3,0
3685,0,320.0,0.44,0.0,68022.0,0.0,10.0,32.0,0.0,low,2,0
3686,0,380.0,0.44,26279.0,28021.35,0.0,6.0,36.0,0.0,low,2,0
3687,0,340.0,0.53,25647.0,42024.72,0.0,10.0,32.0,0.0,low,2,0
3688,1,240.0,0.24,0.0,55011.6,0.0,10.0,32.0,0.0,low,2,cured
3689,0,260.0,0.22,25647.0,95017.52,0.0,10.0,55.0,0.0,low,2,0
3690,0,320.0,0.52,20570.0,56420.24,0.0,12.0,32.0,0.0,low,2,0
3691,0,450.0,0.14,37074.0,53871.72,0.0,14.0,32.0,1.0,medium,3,0
3692,0,330.0,0.15,0.0,36030.66,0.0,5.0,32.0,0.0,low,2,0
3693,0,440.0,0.34,25647.0,10026.53,0.0,10.0,32.0,0.0,medium,3,0
3694,0,200.0,0.23,13760.0,120024.22,0.0,7.0,1.0,0.0,low,2,0
3696,0,280.0,0.29,10309.0,76034.41,1.0,17.0,48.0,0.0,low,2,workout
3697,0,580.0,0.47,25647.0,52025.96,0.0,10.0,32.0,0.0,good,1,0
3698,0,490.0,0.37,0.0,16044.62,0.0,8.0,32.0,0.0,medium,3,0
3699,0,480.0,0.33,0.0,25015.29,0.0,6.0,32.0,0.0,medium,3,0
3700,1,350.0,0.4,25647.0,110024.93,0.0,15.0,38.0,0.0,low,2,cured
3701,0,530.0,0.4,14750.0,10008.94,0.0,6.0,42.0,0.0,good,1,0
3702,1,330.0,0.36,25647.0,49522.27,0.0,8.0,32.0,0.0,low,2,cured
3703,0,560.0,0.27,59578.0,77515.55,0.0,17.0,32.0,0.0,good,1,0
3704,0,470.0,0.24,25647.0,170015.64,0.0,10.0,32.0,0.0,medium,3,0
3707,0,420.0,0.34,106581.0,100019.96,0.0,21.0,30.0,0.0,medium,3,0
3708,0,330.0,0.42,25647.0,37014.67,0.0,10.0,54.0,0.0,low,2,0
3709,0,440.0,0.44,28959.0,38711.34,0.0,8.0,32.0,0.0,medium,3,0
3710,0,280.0,0.37,26644.0,70007.53,0.0,3.0,32.0,1.0,low,2,0
3712,0,230.0,0.19,25647.0,25018.96,0.0,10.0,81.0,0.0,low,2,0
3713,0,370.0,0.36,58415.0,100048.14,0.0,6.0,32.0,0.0,low,2,0
3714,0,570.0,0.18,34393.0,52013.39,0.0,17.0,32.0,0.0,good,1,0
3715,1,470.0,0.23,13533.0,31023.13,0.0,19.0,42.0,0.0,medium,3,cured
3716,0,320.0,0.18,77762.0,100030.8,0.0,12.0,54.0,0.0,low,2,0
3717,0,350.0,0.47,44758.0,71013.03,0.0,12.0,32.0,0.0,low,2,0
3718,0,280.0,0.14,25647.0,68037.03,0.0,10.0,39.0,0.0,low,2,0
3719,1,270.0,0.22,25647.0,50014.62,0.0,10.0,32.0,0.0,low,2,cured
3720,1,400.0,0.27,14000.0,80008.71,0.0,7.0,32.0,0.0,medium,3,cured
3721,0,270.0,0.22,25647.0,45022.52,0.0,10.0,32.0,0.0,low,2,0
3722,0,280.0,0.42,25647.0,55037.36,0.0,10.0,32.0,0.0,low,2,0
3723,0,420.0,0.31,62576.0,92721.41,0.0,11.0,32.0,0.0,medium,3,0
3724,0,350.0,0.41,43364.0,77516.09,0.0,14.0,58.0,0.0,low,2,0
3727,1,510.0,0.52,95093.0,150022.05,0.0,20.0,3.0,0.0,good,1,cured
3729,0,420.0,0.18,25647.0,61022.35,0.0,10.0,32.0,0.0,medium,3,0
3731,0,520.0,0.42,129180.0,54859.24,0.0,6.0,32.0,0.0,good,1,0
3732,0,140.0,0.12,0.0,39629.64,0.0,6.0,48.0,0.0,low,2,0
3733,1,450.0,0.36,27032.0,84023.16,0.0,8.0,2.0,0.0,medium,3,cured
3734,0,380.0,0.25,25647.0,104014.64,0.0,16.0,74.0,0.0,low,2,0
3736,0,500.0,0.27,25647.0,25954.94,0.0,10.0,32.0,0.0,medium,3,0
3737,0,310.0,0.45,69177.0,77022.47,0.0,12.0,35.0,0.0,low,2,0
3738,0,310.0,0.21,0.0,38027.85,0.0,6.0,32.0,0.0,low,2,0
3739,1,360.0,0.44,20212.0,75018.41,0.0,10.0,32.0,0.0,low,2,cured
3740,1,410.0,0.31,22323.0,52025.13,0.0,12.0,27.0,0.0,medium,3,cured
3741,0,230.0,0.29,0.0,25010.7,0.0,8.0,71.0,0.0,low,2,0
3742,1,310.0,0.25,9779.0,83008.27,0.0,10.0,32.0,0.0,low,2,cured
3743,0,220.0,0.18,25647.0,77017.02,0.0,10.0,32.0,0.0,low,2,0
3744,0,330.0,0.27,49782.0,80023.5,0.0,10.0,32.0,0.0,low,2,0
3745,0,230.0,0.34,13833.0,65015.3,0.0,5.0,32.0,0.0,low,2,0
3746,0,230.0,0.27,4220.0,40033.27,0.0,5.0,32.0,0.0,low,2,0
3747,0,270.0,0.31,8056.0,44035.28,0.0,10.0,15.0,0.0,low,2,0
3749,1,260.0,0.26,0.0,35007.56,0.0,5.0,58.0,0.0,low,2,cured
3751,1,320.0,0.51,15196.0,55159.13,0.0,6.0,30.0,0.0,low,2,cured
3752,1,460.0,0.34,27851.0,80014.7,0.0,17.0,32.0,0.0,medium,3,cured
3753,0,400.0,0.18,25647.0,55024.93,0.0,10.0,32.0,0.0,medium,3,0
3754,0,340.0,0.45,47392.0,58014.06,0.0,12.0,32.0,1.0,low,2,0
3755,0,390.0,0.15,0.0,50019.48,0.0,14.0,48.0,0.0,low,2,0
3756,0,250.0,0.33,0.0,84011.34,0.0,9.0,14.0,0.0,low,2,0
3757,1,620.0,0.41,24962.0,50021.42,0.0,11.0,32.0,0.0,excellent,0,cured
3758,0,440.0,0.32,37358.0,80030.3,0.0,24.0,28.0,0.0,medium,3,0
3759,0,220.0,0.19,8000.0,115033.06,0.0,16.0,32.0,0.0,low,2,0
3760,0,510.0,0.25,102402.0,86011.19,0.0,11.0,32.0,0.0,good,1,0
3761,0,230.0,0.18,0.0,80035.55,0.0,9.0,32.0,0.0,low,2,0
3762,0,620.0,0.28,0.0,58028.03,0.0,10.0,23.0,0.0,excellent,0,0
3763,0,430.0,0.31,5675.0,34042.55,0.0,6.0,32.0,0.0,medium,3,0
3764,0,270.0,0.21,25647.0,68026.08,0.0,10.0,32.0,0.0,low,2,0
3765,0,200.0,0.14,53628.0,82039.89,0.0,15.0,32.0,0.0,low,2,0
3766,0,580.0,0.39,88348.0,68030.52,0.0,18.0,32.0,0.0,good,1,0
3769,1,350.0,0.43,25647.0,56413.23,0.0,12.0,58.0,0.0,low,2,cured
3771,0,160.0,0.21,18145.0,100010.63,0.0,11.0,56.0,0.0,low,2,0
3772,0,240.0,0.22,0.0,34514.55,0.0,7.0,32.0,0.0,low,2,0
3773,0,230.0,0.42,0.0,16511.37,0.0,6.0,32.0,0.0,low,2,0
3774,1,460.0,0.16,25647.0,52016.53,0.0,10.0,9.0,0.0,medium,3,cured
3775,0,280.0,0.32,25138.0,62694.39,0.0,7.0,32.0,0.0,low,2,0
3776,0,490.0,0.41,25337.0,66423.39,0.0,9.0,32.0,0.0,medium,3,0
3777,1,380.0,0.32,11143.0,100010.49,0.0,14.0,8.0,0.0,low,2,cured
3778,0,290.0,0.47,31527.0,72888.58,0.0,7.0,10.0,0.0,low,2,0
3779,1,360.0,0.23,25647.0,34812.78,0.0,10.0,32.0,0.0,low,2,cured
3780,0,370.0,0.2,12018.0,49019.09,0.0,10.0,32.0,0.0,low,2,0
3783,0,350.0,0.26,27345.0,35018.95,0.0,8.0,37.0,0.0,low,2,0
3784,1,280.0,0.41,29315.0,72010.76,0.0,11.0,32.0,0.0,low,2,cured
3785,0,330.0,0.44,17500.0,60043.68,0.0,6.0,10.0,0.0,low,2,0
3786,0,400.0,0.19,41422.0,58030.81,0.0,12.0,15.0,0.0,medium,3,0
3788,1,340.0,0.2,41113.0,72014.01,0.0,12.0,32.0,1.0,low,2,cured
3789,0,270.0,0.22,29547.0,90015.22,0.0,12.0,26.0,0.0,low,2,0
3790,1,490.0,0.27,66056.0,120020.67,0.0,25.0,79.0,0.0,medium,3,cured
3791,0,380.0,0.36,0.0,63028.71,0.0,12.0,57.0,0.0,low,2,0
3792,0,340.0,0.47,54479.0,106331.62,0.0,7.0,34.0,0.0,low,2,0
3793,0,100.0,0.31,0.0,76024.62,0.0,4.0,83.0,0.0,low,2,0
3794,0,400.0,0.31,16234.0,44221.5,0.0,8.0,32.0,0.0,medium,3,0
3795,1,200.0,0.18,25647.0,70019.05,0.0,10.0,16.0,0.0,low,2,cured
3796,0,400.0,0.3,25647.0,45624.67,0.0,10.0,32.0,0.0,medium,3,0
3797,1,250.0,0.31,49944.0,100014.97,0.0,10.0,32.0,0.0,low,2,cured
3798,1,300.0,0.38,20914.0,42022.12,0.0,10.0,47.0,0.0,low,2,cured
3799,1,450.0,0.23,25647.0,38513.85,0.0,10.0,32.0,0.0,medium,3,cured
3800,0,350.0,0.31,39000.0,35018.31,0.0,8.0,14.0,0.0,low,2,0
3801,1,360.0,0.32,27928.0,50010.98,0.0,6.0,48.0,0.0,low,2,cured
3802,1,450.0,0.45,43531.0,78008.98,0.0,11.0,32.0,0.0,medium,3,cured
3803,0,340.0,0.36,25647.0,45040.12,0.0,10.0,32.0,1.0,low,2,0
3804,0,110.0,0.25,25647.0,72015.52,0.0,10.0,73.0,0.0,low,2,0
3805,0,490.0,0.19,0.0,89509.72,0.0,9.0,32.0,0.0,medium,3,0
3806,0,370.0,0.19,25647.0,75015.75,0.0,13.0,50.0,0.0,low,2,0
3807,0,270.0,0.38,25647.0,38431.76,0.0,10.0,20.0,0.0,low,2,0
3808,0,370.0,0.32,0.0,71425.64,0.0,13.0,60.0,0.0,low,2,0
3809,0,200.0,0.3,11430.0,100039.16,0.0,19.0,32.0,0.0,low,2,0
3810,0,430.0,0.36,56407.0,54102.74,0.0,12.0,32.0,0.0,medium,3,0
3811,0,110.0,0.12,25647.0,56008.21,0.0,10.0,32.0,0.0,low,2,0
3812,0,350.0,0.27,34646.0,46014.34,0.0,8.0,33.0,1.0,low,2,0
3813,1,250.0,0.3,25647.0,32359.79,0.0,10.0,41.0,0.0,low,2,cured
3814,0,350.0,0.12,35920.0,60018.6,0.0,15.0,32.0,0.0,low,2,0
3815,0,290.0,0.33,25647.0,98008.44,0.0,9.0,32.0,0.0,low,2,0
3816,0,440.0,0.31,35063.0,45233.46,0.0,7.0,38.0,0.0,medium,3,0
3817,0,300.0,0.34,38472.0,37030.27,0.0,12.0,29.0,0.0,low,2,0
3818,0,180.0,0.11,25647.0,20010.83,0.0,10.0,32.0,0.0,low,2,0
3819,0,390.0,0.31,25647.0,42033.68,0.0,10.0,80.0,0.0,low,2,0
3820,0,320.0,0.27,25647.0,88026.71,0.0,10.0,21.0,0.0,low,2,0
3821,0,310.0,0.34,0.0,80035.33,0.0,8.0,32.0,0.0,low,2,0
3822,0,450.0,0.29,25647.0,80023.35,0.0,10.0,32.0,0.0,medium,3,0
3823,0,310.0,0.22,25647.0,61010.34,0.0,10.0,72.0,0.0,low,2,0
3824,1,310.0,0.38,0.0,25021.98,0.0,6.0,64.0,0.0,low,2,cured
3825,0,180.0,0.23,25647.0,78020.4,0.0,10.0,79.0,0.0,low,2,0
3827,0,460.0,0.35,64558.0,105017.98,0.0,11.0,77.0,0.0,medium,3,0
3828,0,210.0,0.43,0.0,35015.78,0.0,4.0,32.0,0.0,low,2,0
3829,0,210.0,0.3,85289.0,135028.3,0.0,19.0,21.0,0.0,low,2,0
3830,0,520.0,0.45,33285.0,35024.1,0.0,7.0,32.0,0.0,good,1,0
3831,1,250.0,0.44,66113.0,120024.27,0.0,19.0,4.0,0.0,low,2,cured
3832,0,190.0,0.28,11026.0,85035.35,0.0,10.0,32.0,0.0,low,2,0
3833,0,420.0,0.38,58833.0,95023.3,0.0,9.0,35.0,0.0,medium,3,0
3834,0,310.0,0.34,25647.0,63016.37,0.0,10.0,32.0,0.0,low,2,0
3835,0,430.0,0.2,25647.0,52029.69,0.0,10.0,61.0,0.0,medium,3,0
3836,0,440.0,0.11,54712.0,120022.82,0.0,16.0,28.0,0.0,medium,3,0
3837,0,290.0,0.29,51468.0,92031.72,0.0,10.0,67.0,0.0,low,2,0
3838,0,350.0,0.26,10949.0,115020.91,0.0,10.0,32.0,0.0,low,2,0
3839,0,220.0,0.19,25647.0,32016.8,0.0,10.0,32.0,0.0,low,2,0
3840,0,420.0,0.5,15075.0,70010.58,0.0,5.0,65.0,0.0,medium,3,0
3842,0,330.0,0.49,162249.0,107522.38,0.0,17.0,15.0,0.0,low,2,0
3843,1,370.0,0.28,25647.0,168029.74,0.0,10.0,41.0,0.0,low,2,cured
3844,0,90.0,0.12,0.0,52021.66,0.0,11.0,32.0,0.0,low,2,0
3845,0,480.0,0.34,3500.0,31015.44,0.0,7.0,32.0,0.0,medium,3,0
3846,0,430.0,0.3,63590.0,70009.89,0.0,16.0,32.0,0.0,medium,3,0
3847,0,410.0,0.38,37287.0,57016.05,0.0,10.0,32.0,0.0,medium,3,0
3848,1,310.0,0.35,0.0,30904.91,0.0,13.0,20.0,0.0,low,2,cured
3849,0,160.0,0.23,0.0,125016.89,0.0,8.0,32.0,0.0,low,2,0
3850,0,490.0,0.24,78443.0,92520.22,0.0,12.0,32.0,0.0,medium,3,0
3851,0,370.0,0.26,25647.0,40832.96,0.0,10.0,32.0,0.0,low,2,0
3852,0,290.0,0.3,137524.0,18712.75,0.0,4.0,32.0,0.0,low,2,0
3853,0,360.0,0.28,13625.0,21012.17,0.0,10.0,32.0,0.0,low,2,0
3854,0,620.0,0.51,20249.0,25029.67,0.0,8.0,23.0,0.0,excellent,0,0
3855,1,590.0,0.32,34322.0,52022.56,0.0,10.0,59.0,1.0,good,1,cured
3856,0,260.0,0.3,0.0,56290.43,0.0,9.0,38.0,0.0,low,2,0
3857,0,380.0,0.37,25263.0,71013.47,0.0,7.0,12.0,0.0,low,2,0
3858,0,460.0,0.41,71507.0,55622.81,0.0,14.0,32.0,0.0,medium,3,0
3859,0,410.0,0.33,25647.0,12017.02,0.0,10.0,32.0,0.0,medium,3,0
3860,0,210.0,0.24,43313.0,36021.35,0.0,13.0,2.0,0.0,low,2,0
3861,0,330.0,0.3,25647.0,130002.46,0.0,10.0,32.0,0.0,low,2,0
3862,0,360.0,0.21,74390.0,120016.44,0.0,23.0,32.0,0.0,low,2,0
3863,0,370.0,0.23,134118.0,67778.17,0.0,9.0,45.0,0.0,low,2,0
3864,0,200.0,0.27,202761.0,182012.03,0.0,13.0,32.0,0.0,low,2,0
3865,0,210.0,0.26,0.0,61027.02,0.0,7.0,32.0,0.0,low,2,0
3866,0,610.0,0.25,30205.0,36022.01,0.0,9.0,32.0,0.0,excellent,0,0
3867,0,240.0,0.4,27949.0,90027.82,0.0,12.0,11.0,0.0,low,2,0
3868,0,560.0,0.36,17118.0,42911.41,0.0,19.0,32.0,1.0,good,1,0
3869,0,350.0,0.03,51757.0,95020.03,0.0,10.0,32.0,0.0,low,2,0
3872,0,150.0,0.31,0.0,27024.57,0.0,3.0,32.0,0.0,low,2,0
3873,0,190.0,0.37,25647.0,74751.13,0.0,10.0,45.0,0.0,low,2,0
3874,0,250.0,0.35,0.0,65017.23,0.0,7.0,32.0,0.0,low,2,0
3875,0,260.0,0.3,28190.0,55766.12,0.0,7.0,32.0,0.0,low,2,0
3876,0,620.0,0.33,77165.0,65013.05,0.0,14.0,23.0,0.0,excellent,0,0
3877,0,230.0,0.27,25647.0,150019.91,0.0,10.0,32.0,0.0,low,2,0
3879,0,210.0,0.27,34512.0,127825.49,0.0,5.0,4.0,0.0,low,2,0
3880,0,460.0,0.23,24146.0,60038.48,0.0,12.0,32.0,1.0,medium,3,0
3881,0,540.0,0.26,48767.0,55878.86,0.0,10.0,32.0,0.0,good,1,0
3882,0,180.0,0.44,0.0,40035.39,0.0,4.0,32.0,0.0,low,2,0
3883,0,180.0,0.22,25647.0,66514.11,0.0,10.0,32.0,0.0,low,2,0
3884,0,320.0,0.31,5000.0,40018.32,0.0,5.0,11.0,0.0,low,2,0
3885,0,290.0,0.3,25647.0,33014.61,0.0,10.0,5.0,0.0,low,2,0
3886,0,500.0,0.38,0.0,43030.85,0.0,7.0,32.0,0.0,medium,3,0
3887,0,380.0,0.16,32976.0,95041.12,0.0,16.0,32.0,0.0,low,2,0
3888,1,400.0,0.21,61212.0,32018.36,0.0,8.0,32.0,0.0,medium,3,cured
3889,0,250.0,0.31,0.0,38020.21,0.0,5.0,34.0,0.0,low,2,0
3890,0,370.0,0.23,0.0,40013.65,0.0,6.0,39.0,0.0,low,2,0
3891,0,340.0,0.18,25647.0,138017.5,0.0,10.0,48.0,0.0,low,2,0
3892,0,390.0,0.3,21867.0,35016.09,0.0,7.0,32.0,0.0,low,2,0
3893,1,520.0,0.41,25647.0,33011.31,0.0,10.0,32.0,0.0,good,1,cured
3894,0,520.0,0.16,60560.0,101037.92,0.0,11.0,32.0,0.0,good,1,0
3895,0,140.0,0.35,25647.0,35026.06,0.0,10.0,5.0,0.0,low,2,0
3896,1,350.0,0.47,118038.0,70010.83,0.0,26.0,29.0,0.0,low,2,cured
3897,0,640.0,0.07,73917.0,70021.24,0.0,21.0,32.0,0.0,excellent,0,0
3898,0,320.0,0.17,8248.0,90039.54,0.0,11.0,43.0,0.0,low,2,0
3900,0,370.0,0.24,57136.0,140020.15,0.0,12.0,15.0,0.0,low,2,0
3901,0,250.0,0.2,71189.0,300020.05,0.0,8.0,74.0,0.0,low,2,0
3902,1,230.0,0.1,37032.0,135013.88,0.0,13.0,18.0,0.0,low,2,cured
3903,0,350.0,0.31,40757.0,62030.94,0.0,14.0,32.0,0.0,low,2,0
3904,0,440.0,0.16,15865.0,38031.26,0.0,9.0,55.0,0.0,medium,3,0
3905,0,400.0,0.32,22116.0,99032.06,0.0,12.0,79.0,0.0,medium,3,0
3906,0,380.0,0.15,39250.0,34031.65,0.0,8.0,32.0,0.0,low,2,0
3907,0,370.0,0.29,42462.0,75032.38,0.0,18.0,22.0,0.0,low,2,0
3908,0,410.0,0.34,9542.0,26009.75,0.0,10.0,32.0,0.0,medium,3,0
3909,0,540.0,0.38,24426.0,76032.31,0.0,12.0,32.0,0.0,good,1,0
3910,0,390.0,0.27,42100.0,60014.18,0.0,9.0,10.0,0.0,low,2,0
3911,0,140.0,0.16,25647.0,65025.03,0.0,10.0,85.0,0.0,low,2,0
3912,0,180.0,0.65,10249.0,135019.29,0.0,7.0,32.0,0.0,low,2,0
3913,0,460.0,0.3,29098.0,60024.92,0.0,6.0,32.0,0.0,medium,3,0
3914,0,410.0,0.33,15714.0,25032.48,0.0,5.0,32.0,0.0,medium,3,0
3915,0,150.0,0.35,25647.0,150024.3,0.0,10.0,25.0,0.0,low,2,0
3916,1,340.0,0.55,11105.0,60035.22,0.0,8.0,32.0,0.0,low,2,cured
3917,0,450.0,0.28,25647.0,55530.41,0.0,10.0,32.0,1.0,medium,3,0
3918,1,310.0,0.47,0.0,50014.51,0.0,10.0,10.0,0.0,low,2,cured
3919,0,180.0,0.4,0.0,112027.91,0.0,9.0,32.0,0.0,low,2,0
3920,0,300.0,0.16,27074.0,48024.13,0.0,16.0,32.0,0.0,low,2,0
3921,0,380.0,0.26,20914.0,30035.6,0.0,5.0,32.0,0.0,low,2,0
3922,0,390.0,0.18,66665.0,90051.1,0.0,12.0,32.0,0.0,low,2,0
3923,0,500.0,0.28,11696.0,75023.48,0.0,15.0,32.0,0.0,medium,3,0
3924,0,380.0,0.24,19017.0,77021.61,0.0,10.0,32.0,0.0,low,2,0
3925,0,450.0,0.23,26188.0,53020.8,0.0,7.0,32.0,0.0,medium,3,0
3926,0,440.0,0.24,65022.0,95018.77,0.0,22.0,51.0,0.0,medium,3,0
3927,0,350.0,0.28,25647.0,52014.8,0.0,10.0,33.0,0.0,low,2,0
3928,0,580.0,0.35,25647.0,37348.82,0.0,10.0,32.0,0.0,good,1,0
3929,0,250.0,0.36,36857.0,46030.88,0.0,10.0,63.0,0.0,low,2,0
3930,0,710.0,0.23,25647.0,98521.45,0.0,18.0,32.0,0.0,excellent,0,0
3931,0,300.0,0.53,56320.0,50011.73,0.0,15.0,19.0,0.0,low,2,0
3932,0,330.0,0.27,23037.0,51051.22,0.0,8.0,42.0,0.0,low,2,0
3933,0,360.0,0.47,35435.0,52018.89,0.0,14.0,70.0,1.0,low,2,0
3934,0,560.0,0.23,68566.0,57026.56,0.0,9.0,22.0,0.0,good,1,0
3935,0,510.0,0.27,25647.0,48026.76,0.0,5.0,69.0,0.0,good,1,0
3936,0,420.0,0.3,31167.0,50021.21,0.0,20.0,32.0,0.0,medium,3,0
3937,0,450.0,0.34,25647.0,115030.46,0.0,17.0,16.0,0.0,medium,3,0
3938,0,170.0,0.32,25647.0,60017.27,0.0,10.0,32.0,0.0,low,2,0
